"name","RAM"
"Oppo R11 Plus","6RAM"
"Lephone L1","4RAM"
"Megus Bang",
"Lephone K10",
"Lecom 8500","8RAM"
"Samsung Galaxy S9 Mini","4RAM"
"Ziox Viber",
"SSKY S9007",
"Umidigi S2","4RAM"
"Turing Dark Wyvern","3RAM"
"Tork T24 Smart",
"Whitecherry Sleek","2RAM"
"Vernee Apollo","4RAM"
"Bluboo Xtouch","3RAM"
"Ziox ZX225",
"Ziox Z23 Zelfie",
"Black Bear Dynamic",
"Huawei P9 Lite Mini","2RAM"
"Huawei G9 Plus","3RAM"
"Itel Wish A11","2RAM"
"Itel it5232",
"Karbonn Aura Storm","2RAM"
"Lemon Lemo 124",
"Mafe X5",
"Samsung Galaxy J1 Mini Prime","1RAM"
"Sharp Aquos R","4RAM"
"Sony Xperia XZ Compact","3RAM"
"Tambo A2400",
"Samsung Galaxy Xcover 4","2RAM"
"Tambo A1810",
"Videocon Thunder One V45BD","1RAM"
"Videocon Infinium Z55 Krypton","1RAM"
"ZTE Axon 7 Mini","3RAM"
"Ziox Starz Neo",
"Blu Vivo One","2RAM"
"Asus ZenFone 4 Max Pro","3RAM"
"Alcatel 3X","3RAM"
"Mafe Shine M815","1RAM"
"Micromax X904",
"Ziox Thunder Mini",
"Trio V51","1RAM"
"Itel it5331",
"Itel It2131",
"Oppo A75s","4RAM"
"Oppo A75","4RAM"
"Ziox Astra Champ Plus 4G","2RAM"
"Nubia Z17s","8RAM"
"Mtech Classic",
"Ziox Astra Curve 4G","2RAM"
"Gionee M7","6RAM"
"Ziox Z203",
"Ziox S333",
"Intex Aqua Ace III","3RAM"
"Zen Admire Neo","2RAM"
"Reach Champ FM",
"Motorola Z2","4RAM"
"Ziox Starz Bolt",
"Coolpad Cool S1","6RAM"
"Micromax X917",
"Mtech L20",
"Tecno i3 Pro","3RAM"
"Zopo Color M4","1RAM"
"Jivi X606",
"Ziox Starz Storm",
"Ziox Starz Mini",
"Ziox Thunder Bass",
"Centric P1+","3RAM"
"Infinix Hot 4","2RAM"
"ZTE Blade V8 Mini","2RAM"
"Zen Power 205",
"Zen Cinemax 4G","2RAM"
"Intex Aqua Crystal","1RAM"
"Itel it5602",
"Ziox ZX20",
"Vivo V5 Lite","3RAM"
"Xccess A1 Elite","1RAM"
"Ziox Astra Metal 4G","1RAM"
"Samsung Galaxy V Plus","2RAM"
"Lenovo Zuk Edge","6RAM"
"Panasonic Eluga Mark 2","3RAM"
"Vivo X9 Plus (128GB)","6RAM"
"Samsung W2017","4RAM"
"Micromax Canvas Fire 6","1RAM"
"Zen Elite Wow","2RAM"
"Zen X45",
"Spice Xlife 405","6RAM"
"Ziox Z6",
"Samsung Galaxy A3 (2017)","2RAM"
"Lenovo K6 32GB","2RAM"
"Jivi JV X66",
"HiTech Yuva Y2",
"Zen X50",
"HiTech Xplay 206",
"InFocus M535 Plus","3RAM"
"Intex Aqua Power 4G","1RAM"
"Samsung Galaxy Wide","2RAM"
"Videocon Krypton V50FG","2RAM"
"Vivo X7 64GB","4RAM"
"Vivo X7 Plus","4RAM"
"LG K3","1RAM"
"LG X Max","2RAM"
"Samsung Galaxy C7","4RAM"
"Huawei Y5 II","1RAM"
"Rage Marvel","1RAM"
"Sansui X70",
"Gionee W909","4RAM"
"Samsung Galaxy J1 Mini","8RAM"
"Lenovo Vibe S1 Lite","2RAM"
"LeEco Le 1 Pro","4RAM"
"Samsung Galaxy A9","3RAM"
"Micromax Bolt Q325","2RAM"
"Micromax X806",
"Micromax Canvas Amaze Q395","2RAM"
"Micromax Bolt Q370","1RAM"
"Intex Aqua Super","3RAM"
"Micromax Bolt Q331","2RAM"
"Vivo Y15S","1RAM"
"Zopo Speed 7 Plus","3RAM"
"HiTech Air A6","1RAM"
"LG Optimus L5 Dual E615","2RAM"
"LG L70 Dual D325","1RAM"
"Spice Smart Flo Mettle 5X Mi-504","2RAM"
"Karbonn A90","2RAM"
"Micromax Bolt A67","2RAM"
"LG G2","2RAM"
"Nokia Lumia 510","6RAM"
"Nokia X2-01","4RAM"
"Jivi Prime P30","1RAM"
"Mafe Guru",
"Lava A71 4G","1RAM"
"LG K20","1RAM"
"Infinix Note 3","2RAM"
"Sony Xperia Z C6602","2RAM"
"OnePlus Two","4RAM"
"Callbar C63",
"HEEMAX H4",
"Karbonn K3 Boom Max",
"SSKY K2 Ice",
"Micromax X372","2RAM"
"Kult Ambition","3RAM"
"Detel D1",
"Lenovo A6600 Plus","2RAM"
"Jivi X57i",
"Micromax Bolt Supreme 2 Q301","2RAM"
"Intex Aqua Young","1RAM"
"InFocus Bingo 21","2RAM"
"Micromax X699",
"Intex Eco 102",
"Xolo Black","2RAM"
"A & K A7",
"A & K Bar Phone A1",
"Micromax Bolt S300","2RAM"
"Karbonn A108","6RAM"
"Lava Iris Selfie 50","1RAM"
"Vivo V3 Max","4RAM"
"Lava Z92 2GB RAM","2RAM"
"Motorola Moto Z3 (6GB/128GB)","6RAM"
"Lenovo Zuk Z2","4RAM"
"Peace P2",
"Intex Eco 106x",
"Xiaomi Mi7 Plus","6RAM"
"Do M20","2RAM"
"HEEMAX M5","2RAM"
"SSKY K7 Pro",
"Bloom Selfie",
"Sansui X82 Active",
"Coolpad Mega 4A","1RAM"
"Aqua Turbo J4",
"Gfive Leo",
"Nuu M3","2RAM"
"Micromax X730","6RAM"
"Lava A51","2RAM"
"Intex Aqua Q7","2RAM"
"Micromax X556",
"A & K A3",
"Lava KKT 28 Plus",
"Microsoft Lumia 532 Dual SIM","1RAM"
"Xiaomi Redmi Note 3 Pro 32GB","3RAM"
"Vivo X6","4RAM"
"Tecno Phantom 6","3RAM"
"Spice F311","1RAM"
"Infinix Zero 4 Plus","4RAM"
"Lenovo K7 Note","4RAM"
"Samsung Galaxy A6+ (2018)","3RAM"
"Tecno Camon i Air","2RAM"
"LG G4 Pro","4RAM"
"Mi-Tribe A500","2RAM"
"Gfive Pro",
"BlackZone Hammer",
"Black Bear A1 Armour","1RAM"
"Lemon Blaze 507","1RAM"
"Intex Aqua Lions E3","2RAM"
"Karbonn Titanium Frames S7","3RAM"
"Coolpad E2","2RAM"
"iVOOMi iV Smart 4G","2RAM"
"Micromax Spark Vdeo","1RAM"
"InFocus F125","2RAM"
"Panasonic P71 2GB","2RAM"
"Karbonn K45 Plus",
"Itel it5020",
"Micromax Bolt S302","2RAM"
"Karbonn K88",
"Lava Flair P1i","6RAM"
"HTC Desire 326G","1RAM"
"Karbonn Titanium Mach Two S360","1RAM"
"Microsoft Lumia 435 Dual SIM","1RAM"
"Micromax Canvas 2 Colours A120","1RAM"
"Samsung Galaxy F","2RAM"
"Samsung Z4","1RAM"
"LG phoenix 3","5RAM"
"Sony Xperia XZ 64GB","3RAM"
"Itel A20","1RAM"
"Vivo X20 64GB","4RAM"
"Samsung Galaxy J3","5RAM"
"LG G4 Dual Sim","3RAM"
"InFocus Turbo 5 (3GB/32GB)","3RAM"
"Xiaomi Redmi 4X 16GB","2RAM"
"Asus Zenfone 3 (ZE552KL)","4RAM"
"Asus Zenfone 3 Laser (ZC551KL)","4RAM"
"Kara K15",
"HTC Desire 620G Dual Sim","1RAM"
"HTC One M8 32GB","2RAM"
"Essential Phone 2","6RAM"
"Samsung Galaxy S8 Mini","4RAM"
"Nokia X Plus","8RAM"
"Huawei Nova 2 Plus","4RAM"
"Asus Zenfone Max (M1) (3GB/32GB)","3RAM"
"Itel S21","1RAM"
"Oppo A77","4RAM"
"Cat S60","3RAM"
"Vivo X6 Plus","4RAM"
"Gionee Elife E8","3RAM"
"BlackBerry Athena","6RAM"
"Xiaomi Black Shark (8GB/128GB)","8RAM"
"Asus ZenFone 5 (6GB) (ZE620KL)","6RAM"
"Honor 6A 16GB","2RAM"
"Xiaomi Mi 5c","3RAM"
"Tecno Phantom 5","3RAM"
"Swipe Konnect 3","2RAM"
"Lenovo A6010","2RAM"
"LG L80 Dual D380","1RAM"
"Nokia 107 Dual Sim","4RAM"
"SSKY N230",
"Ivvo Tuff IVRUG",
"Kechao K101",
"Kechao K100",
"Kara K16",
"Megus Eco",
"Q-TEL Q5",
"Ui Phones Nexa Slim",
"Zen M90",
"BlackZone Eco",
"Kenxinda P8","1RAM"
"iVOOMi V5","1RAM"
"Gfive WP86",
"Motorola Moto X4 (6GB/64GB)","6RAM"
"Karbonn K33 Ultra",
"Alcatel A5 LED","3RAM"
"Alcatel U5 HD","2RAM"
"Karbonn A41 Power","1RAM"
"Rocktel W17",
"Intex ECO 210+",
"Jivi Sumo T3000",
"Intex Aqua Crystal Plus","2RAM"
"Rocktel W11",
"Trio T3 Star",
"Panasonic Eluga Prim","3RAM"
"Lava Arc Dzire",
"Micromax X800",
"Lava X11 4G","2RAM"
"Lava V2s","2RAM"
"Karbonn Titanium Moghul","1RAM"
"InFocus M808","2RAM"
"Micromax Canvas Nitro 3 E352","2RAM"
"Panasonic P65 Flash","1RAM"
"Micromax X073",
"A & K A9",
"A & K A2",
"Karbonn K57",
"Micromax X090",
"Intex Aqua Speed","2RAM"
"HTC Desire 526G+ Dual Sim 16GB","1RAM"
"Xolo Omega 5.0","1RAM"
"Karbonn Titanium S10","1RAM"
"Micromax X098",
"Gionee M2 4GB","1RAM"
"Sony Xperia XZ Premium","4RAM"
"Karbonn Titanium Vista 4G","1RAM"
"Samsung Galaxy Trend Plus","8RAM"
"Docoss X1","1RAM"
"Sony Xperia X Ultra","4RAM"
"Vivo X21 UD","6RAM"
"Mtech Tez 4G","1RAM"
"Xiaomi X1","6RAM"
"HTC 10","4RAM"
"Micromax Canvas Nitro 2 E311","2RAM"
"Xiaomi Mi S","4RAM"
"Oppo A79","4RAM"
"Samsung Galaxy C10","4RAM"
"HTC U Play","4RAM"
"HTC Desire 830","3RAM"
"Lemon B418",
"Sony Xperia C4 Dual","2RAM"
"Micromax Bolt A065","2RAM"
"Nokia C2-01",
"Xiaomi Redmi 4 16GB","2RAM"
"Vivo V79","4RAM"
"Oppo R11s Plus","6RAM"
"HTC One A9 3GB/32GB","3RAM"
"Sony Xperia Z3+","3RAM"
"Asus Zenfone 2 2.3GHz/4GB/32GB","4RAM"
"HTC One (M8 Eye)","2RAM"
"Apple iPhone 8s Plus","4RAM"
"iKall K3","1RAM"
"HTC U11+ (6GB/128GB)","6RAM"
"Huawei Mate 10 Porsche Design","6RAM"
"Samsung Galaxy C10 Plus","4RAM"
"Gionee M2017","6RAM"
"Vivo X9","4RAM"
"Lenovo Vibe X2-AP","2RAM"
"Micromax Canvas Selfie 3 Q348","1RAM"
"Cubot X18","3RAM"
"Meizu Pro 7 Plus (128GB)","6RAM"
"Samsung Galaxy S8 Active","4RAM"
"Nubia Z17 Lite","6RAM"
"Asus Zenfone 4 Max","2RAM"
"Itel it5612",
"Micromax Evok Note","3RAM"
"ZTE Axon 7","4RAM"
"EXTREME X-Tel 9500 V2","2RAM"
"Lava Pixel V2","2RAM"
"Vivo Apex","4RAM"
"Honor 6 Play","2RAM"
"Meizu M15","4RAM"
"Oppo R15 Dream Mirror Edition","6RAM"
"Asus Zenfone Max M1 ZB555KL","2RAM"
"Nuu Q500","2RAM"
"Alcatel Flash","3RAM"
"Swipe Konnect Star Plus","1RAM"
"Intex Ultra 4000i",
"Micromax Vdeo 5 (Q4220)","1RAM"
"Huawei Honor 6S","3RAM"
"Intex Aqua Pro 4G","1RAM"
"Lava X28","1RAM"
"HTC Desire 828 (CDMA+GSM)","2RAM"
"Karbonn K9 Smart","2RAM"
"Meizu Pro 6 (128GB)","6RAM"
"Vivo X6S","4RAM"
"LeEco Le 2","3RAM"
"Vivo Xplay5 Elite","6RAM"
"HTC Desire 630","2RAM"
"Gionee S8","4RAM"
"Vivo Y22","1RAM"
"LG L90 Dual D410","1RAM"
"Lenovo A680","1RAM"
"Lenovo S930","1RAM"
"Ulefone Armor 5","4RAM"
"Samsung Galaxy A Star","4RAM"
"LG V40","4RAM"
"Xiaomi Mi7 Lite","4RAM"
"Nokia N95 8GB","8RAM"
"mPhone 7 Plus","4RAM"
"Vernee Apollo 2","6RAM"
"Honor 9i 2018","4RAM"
"Xiaomi Redmi Note 2 Prime","2RAM"
"Vivo X9s","4RAM"
"Vivo X11","6RAM"
"Asus ZenFone Live L1 (Android Go version)","1RAM"
"Asus Zenfone 5 Lite (4GB/64GB)(ZC600KL)","4RAM"
"Lemon Agni 199",
"Ziox QUIQ Aura 4G","1RAM"
"Sony Xperia XZ1 128GB","4RAM"
"Intex Aqua Lions 3","2RAM"
"Motorola M2","4RAM"
"Huawei Honor Magic","4RAM"
"Huawei Mate 9 Pro (4GB/64GB)","4RAM"
"Gionee S9","4RAM"
"Meizu Pro 6s","4RAM"
"Acer Liquid Z6","1RAM"
"Lava X38","1RAM"
"Intex Aqua Eco Sport",
"TCL 562","3RAM"
"Lava A76","1RAM"
"Asus Zenfone Go 5.0 LTE (T500)","2RAM"
"Vivo Xplay5","4RAM"
"Ringing Bells Smart 101","1RAM"
"Lava x3","2RAM"
"Asus ZenFone 2 Deluxe 256GB","4RAM"
"Intex Aqua Q7 Pro","1RAM"
"Lenovo A6000 Shot","2RAM"
"iBall Andi 4.5 O Buddy","1RAM"
"Micromax Canvas Selfie A255","2RAM"
"Nokia Lumia 830","1RAM"
"Sony Xperia E","2RAM"
"Kechao K02",
"Karbonn Titanium S29 Elite","1RAM"
"Kara Elight",
"Rocktel W12",
"A & K C300",
"Unifone M500 Spark",
"LG G6 Pro","4RAM"
"iVOOMi Innelo 1","2RAM"
"LG G3 Stylus","1RAM"
"LG G7 Plus Fit","4RAM"
"Fox Mini 1",
"HEEMAX M4",
"HEEMAX M3",
"Intex Turbo 2400",
"Huawei P11 Plus","6RAM"
"Intex Eco i12",
"Ui Phones Selfie 1",
"TYMES Y2",
"Honor Note 8 64GB","4RAM"
"Huawei Nova 2","4RAM"
"Nokia E1","4RAM"
"BlackZone Force",
"Asus ZenFone Live L1 (3GB/32GB)","3RAM"
"Coolpad A1","2RAM"
"Intex Eco 102+",
"Meizu 15 Lite","4RAM"
"Asus Zenfone 5 Lite (3GB/32GB)(ZC600KL)","3RAM"
"Zen Atom 203",
"Zen Admire Curve Plus","1RAM"
"Karbonn K9 Smart Selfie","1RAM"
"Asus ZenFone V (V520KL)","4RAM"
"Nuu Q626","2RAM"
"Lava KKT 9S",
"Mtech Jumbo",
"Asus ZenFone 4 (ZE554KL)","4RAM"
"Swipe Elite VR","1RAM"
"Forme Mini 3",
"Melbon Dude 11",
"Intex Aqua Zenith","1RAM"
"Blu Diva II",
"Rocktel W14",
"iKall K24",
"Micromax X607",
"Zen X62",
"HTC One X10","3RAM"
"Lava A97 2GB RAM","2RAM"
"Zen Atom 101",
"Intex Sturdy",
"Nokia Heart","2RAM"
"Asus Zenfone Pegasus 3s (64GB)","3RAM"
"Zopo Color F5","2RAM"
"Videocon V3CC1",
"I-Smart IS-100 Pro",
"Micromax X701","6RAM"
"Zopo Color F1","1RAM"
"Lava ARC 101",
"Mtech G9",
"Videocon Challenger V40DF","1RAM"
"LYF Wind 2","2RAM"
"Gionee M6","4RAM"
"Lava A32","6RAM"
"Intex Aqua View","2RAM"
"Micromax X879",
"Intex Aqua 4G Strong","8RAM"
"Intex Cloud Crystal 2.5D","3RAM"
"Lenovo A7000 Turbo","2RAM"
"Kult 10","3RAM"
"Micromax X502",
"Intex Ultra 2400",
"Intex Aqua Sense 5.0","2RAM"
"Intex Eco 205",
"Spice Xlife 511 Pro","1RAM"
"Intex Aqua Turbo 4G","1RAM"
"Intex Ultra 3000",
"iBall Andi 5U Platino","2RAM"
"Lava Arc 12 Plus",
"A & K A6",
"Micromax Bolt D321","2RAM"
"Lava Iris X8 (1GB/8GB)","1RAM"
"Jivi JV C300",
"Micromax X2400",
"Panasonic Eluga S","1RAM"
"Micromax Bolt AD4500","2RAM"
"Spice Stellar 518","1RAM"
"Spice Stellar Mi-361","6RAM"
"Xolo A550s IPS","2RAM"
"HTC Desire 310 1GB RAM","1RAM"
"Gionee M2 8GB","1RAM"
"Asus Zenfone 5","2RAM"
"Lenovo S650","1RAM"
"Micromax Bolt A089","2RAM"
"Karbonn A19","2RAM"
"Micromax Bolt A71","2RAM"
"Micromax A200 Canvas Turbo Mini","1RAM"
"Micromax Bolt A66","2RAM"
"Gionee Elife E3","1RAM"
"Nokia Lumia 1320","1RAM"
"Samsung Galaxy M10s","3RAM"
"Nokia Z2 Plus","4RAM"
"Intex Turbo 210 Plus",
"Meizu Note X","8RAM"
"Microsoft Lumia 950 Dual SIM","3RAM"
"Samsung Galaxy S IV","2RAM"
"Nokia Asha 206","2RAM"
"Lava Z10 3GB RAM","3RAM"
"Lephone W7 Plus","1RAM"
"Oukitel K6","6RAM"
"Celkon C410",
"Centric L3","2RAM"
"Asus ZenFone Max Plus (M1) (3GB/32GB)","3RAM"
"Intex Aqua Jewel 2","2RAM"
"Trio V50DT","2RAM"
"Asus Zenfone 4 Selfie Lite 16GB","2RAM"
"Swipe Konnect Power","2RAM"
"Infinix Zero 4","3RAM"
"Videocon Delite 11","1RAM"
"Itel it2130",
"Honor V9","6RAM"
"Gionee F5","4RAM"
"Zen Desire Strong","2RAM"
"Lava X19","2RAM"
"Meizu M3X (4GB/64GB)","4RAM"
"Vivo X9 Plus","6RAM"
"Samsung Galaxy A8 (2016)(64GB)","3RAM"
"Intex Aqua Music","2RAM"
"ZTE Small Fresh 4","2RAM"
"LG X mach","3RAM"
"Panasonic T44","1RAM"
"Lava A59","2RAM"
"Nokia Z2 Plus","4RAM"
"iBall Andi 5N Dude","2RAM"
"Intex Aqua G2","6RAM"
"Videocon Challenger V40CF1","1RAM"
"Oppo R9","4RAM"
"Micromax Bolt Q338","1RAM"
"A & K A1800",
"ZTE Blade Z Max","2RAM"
"Lava Iris 250","2RAM"
"Intex Aqua Star HD","1RAM"
"Micromax Canvas 4 Plus","1RAM"
"Asus Zenfone 4 A400CG","1RAM"
"Gionee Elife E7 Mini","1RAM"
"Nokia Lumia 525","1RAM"
"Micromax A110Q Canvas 2 Plus","1RAM"
"Oukitel WP1","4RAM"
"Doogee S90 Pro","6RAM"
"MU Phone M510",
"Asus Zenfone 2 ZE551ML","2RAM"
"Motorola New Moto E 4G LTE","1RAM"
"Motorola New Moto E 4G LTE","1RAM"
"HOMTOM HT7 Pro","2RAM"
"HiTech Air A10","1RAM"
"MU Phone M230",
"Oppo R7","3RAM"
"Oppo R11","4RAM"
"Nomu S30","4RAM"
"SSKY S700",
"Asus ZenFone 4 Max ZC520KL","2RAM"
"Alcatel Idol 4 Pro","4RAM"
"Aiek M3",
"Ziox X3",
"Ziox Astra Curve Pro","1RAM"
"Kenxinda V7","2RAM"
"Intex Lions G10",
"Zen Admire Glory Plus","1RAM"
"Chilli W06",
"Huawei Enjoy 7S","3RAM"
"Meizu Pro 7 (128GB)","4RAM"
"Lava Captain 4i","2RAM"
"Zopo Z5000","4RAM"
"Jivi Prime 300","1RAM"
"Jivi Energy E12","1RAM"
"LG Q6a","2RAM"
"Ziox Astra Colors 4G","1RAM"
"Zopo Color M5","1RAM"
"Asus ZenFone Live (ZB501KL)","2RAM"
"Zen Admire Glam","2RAM"
"Intex Cloud Style 4G","1RAM"
"Zen Admire Thrill","1RAM"
"General GM 5","2RAM"
"Karbonn K490 Plus",
"Jivi N3",
"Intex Aqua Strong 5.1","1RAM"
"Brandsdaddy Magic Plus","2RAM"
"Lava X46 4G","2RAM"
"Lava A82","1RAM"
"Meizu M3","2RAM"
"LeEco Le 2 Pro 64GB","4RAM"
"Archos Diamond 2 Plus","4RAM"
"Swipe Konnect 5.1","1RAM"
"Gionee Marathon M5 Mini","2RAM"
"Intex Aqua GenX","2RAM"
"Micromax Canvas Fire 4G","1RAM"
"Micromax Bolt Q333","2RAM"
"LG Nexus 5X 32GB","2RAM"
"Micromax Canvas Blaze 4G Q400","1RAM"
"Micromax Bolt A79","2RAM"
"Spice Boss M-5000",
"Zen Ultrafone 303 Elite","6RAM"
"iBall mSLR Cobalt 4","1RAM"
"Micromax Canvas Play Q355","1RAM"
"iBall Cobalt Oomph 4.7D","1RAM"
"Asus Zenfone 2 (ZE551ML)","2RAM"
"Xolo A1010","2RAM"
"HTC Desire 816","5RAM"
"Xolo Q700S","1RAM"
"Blackview BV5500","2RAM"
"iKall K26 New",
"Xiaomi Mi Note 5","4RAM"
"Lenovo K5S","4RAM"
"Google Nexus 6P 128GB","3RAM"
"LG K7 16GB","5RAM"
"Gionee A1 Signature Edition","4RAM"
"Geotel Amigo","3RAM"
"Kenxinda W7","2RAM"
"HTC U","4RAM"
"Tork T12 Boom",
"Ui Phones Connect 1.1",
"Umi Z Pro","4RAM"
"BlackZone N1103",
"Vivo X9s Plus","4RAM"
"Asus Zenfone Pegasus 3S 32GB","3RAM"
"Asus Zenfone 4 2017","6RAM"
"Asus Zenfone 3 Go","2RAM"
"Ziox Astra Titan 4G","1RAM"
"Meizu 15 (128 GB)","4RAM"
"HTC Desire 12","2RAM"
"Jivi Prime 390","1RAM"
"Zen Admire Sense Plus","1RAM"
"Ziox Duopix F9","1RAM"
"Swipe Elite Grace","2RAM"
"Ziox Duopix R1","1RAM"
"Micromax Bolt Q3001","4RAM"
"Intex Aqua Lions 2","1RAM"
"Karbonn K1 Indian",
"Micromax X570","2RAM"
"Ziox Astra Viva 4G","1RAM"
"Meizu M5 (3GB/32GB)","3RAM"
"Intex Turbo S1 Plus",
"Intex Aqua Young 4G","1RAM"
"Intex Aqua Amaze+","1RAM"
"BSNL Champion Z1 Star",
"Sony Ericsson Satio (Idou)","6RAM"
"HTC Legend","4RAM"
"HTC Ignite","2RAM"
"Vivo Xplay6","6RAM"
"Swipe Elite 2 Plus","1RAM"
"LeEco Le S3","3RAM"
"Mtech V7",
"Videocon Infinium Z45Q Star","1RAM"
"Zopo Color C3","2RAM"
"Intex Aqua Eco 3G","6RAM"
"Acer Liquid Z6 Plus","3RAM"
"Brandsdaddy BD Magic","2RAM"
"Micromax Bolt Q326","2RAM"
"Micromax X900",
"Karbonn Fashion Eye","1RAM"
"Intex Aqua Pride","1RAM"
"Lava X17","1RAM"
"Ringing Bells Elegance","1RAM"
"TP-LINK Neffos Y5L","1RAM"
"Blu Energy XL","3RAM"
"LYF Wind 5","1RAM"
"Intex Aqua Secure","1RAM"
"Videocon Z40 Pro Lite","2RAM"
"Microsoft Lumia 650 Dual SIM","1RAM"
"Intex Aqua Twist","1RAM"
"LYF Water 2","2RAM"
"Micromax Canvas Pulse 4G","3RAM"
"LG Zero","2RAM"
"iBall Andi 3.5V Genius2","6RAM"
"HTC Desire 828 Dual Sim","2RAM"
"Videocon Z55 Dash","1RAM"
"Gionee Pioneer P3S","1RAM"
"ZTE Blade L2","1RAM"
"Karbonn Sparkle V Android One","1RAM"
"Micromax Canvas XL2 A109","1RAM"
"Panasonic Eluga A","1RAM"
"Asus Zenfone 4 A450CG","1RAM"
"Intex Aqua i14","1RAM"
"Micromax Canvas Entice A105","2RAM"
"Micromax Unite A092","1RAM"
"Xolo A500S Lite","2RAM"
"Lava Iris 405+","2RAM"
"Lenovo A850","1RAM"
"Lenovo A516","2RAM"
"LG Optimus Hub E510","2RAM"
"Xiaomi Mi 9S","6RAM"
"Kenxinda K225",
"Lemon Lemo 248",
"Black Bear B5 Neo",
"Nuvo Green ND45","2RAM"
"Bloom S225","2RAM"
"MU Phone M1000",
"ZTE Blade V9 Vita","2RAM"
"Samsung Galaxy C8 64GB","4RAM"
"Nokia Asha 210 Dual SIM","2RAM"
"LG G Pro 2 32GB","3RAM"
"Meizu V8 Pro","4RAM"
"Do M22",
"HOMTOM S8","4RAM"
"HOMTOM HT30","1RAM"
"HOMTOM HT10","4RAM"
"HiTech Amaze S6 4G","1RAM"
"HiTech Air A9 Mini","1RAM"
"Karbonn Indian 9","1RAM"
"Itel it5040",
"Kechao K77",
"Nomu S10 Pro","3RAM"
"Motorola X 2017","4RAM"
"Lephone W7","1RAM"
"Lephone K11",
"Nomu S30 Mini","3RAM"
"SUGAR F7 Mini","4RAM"
"Ulefone Armor","3RAM"
"Ui Phones Nexa 1",
"Tork T27 Power",
"Tork T25 Turbo",
"Whitecherry BL5000 Spinner",
"Celkon Thunder",
"Alcatel Idol 4S Windows","4RAM"
"Honor 6C Pro","3RAM"
"iBall Andi 5.5H Weber 4G","1RAM"
"Jivi X57i Selfie",
"LG Q8","4RAM"
"Micromax X771",
"Tambo S2450",
"ZTE Axon 7s","6RAM"
"Mtech G77+",
"Asus ZenFone Live L1 (2GB/16GB)","2RAM"
"Intex Uday","3RAM"
"Mtech Boss",
"Lemon Lemo 244",
"Celkon C107",
"Micromax Bolt (8GB) Q326","1RAM"
"HTC U11+","4RAM"
"LG G4 (64GB) Dual Sim","3RAM"
"Samsung Galaxy Note 3 (Note III) (16GB) N9000","3RAM"
"Panasonic P9","1RAM"
"Zopo P5000","4RAM"
"Detel D2800 Border",
"Nuu X5","3RAM"
"Lava Metal 28",
"Videocon Krypton 30","3RAM"
"Ziox Astra Force 4G","1RAM"
"Zen Atom 301",
"Karbonn Aura Sleek 4G","1RAM"
"Zopo Color C5","1RAM"
"Intex Hardy",
"Ziox Zelfie",
"Gionee Steel 2 (32GB)","3RAM"
"Xccess Pulse","2RAM"
"Samsung I5500 Galaxy 5","3RAM"
"Samsung I997 Infuse 4G",
"LeEco Cool S1","6RAM"
"Intex Aqua Classic 2","1RAM"
"HTC Desire 650","2RAM"
"Zen M71",
"Sansui X46",
"Panasonic Eluga Tapp","2RAM"
"Sansui X45",
"Karbonn Titanium Vista","1RAM"
"Zen Z10 Sleek",
"Spice Xlife Proton 5 Pro","1RAM"
"Intex Lions G2",
"Lava KKT Star 2",
"Karbonn K888",
"Zen Admire Star","2RAM"
"Karbonn K9 Viraat","1RAM"
"Intex Cloud Tread","2RAM"
"Jivi JV X3i",
"Jivi X03",
"ZSTONE Y1","2RAM"
"Datawind PocketSurfer GZ",
"Champion X2 Style",
"Micromax X402",
"Karbonn K106s",
"LG X Skin","5RAM"
"Ziox Zi5003","2RAM"
"Intex Aqua Sense 5.1","2RAM"
"HTC One M9+ Prime Camera Edition","2RAM"
"Huawei Honor V8","4RAM"
"QiKU N4","4RAM"
"Intex Aqua 4.5 Pro","1RAM"
"Intex Aqua Air","2RAM"
"Panasonic T50","1RAM"
"ZTE Blade V580","2RAM"
"Zopo Color E","1RAM"
"Zopo Hero 1","2RAM"
"Asus Zenfone 2 Laser 2GB/16GB (ZE601KL)","3RAM"
"Intex Aqua Ace 4G","3RAM"
"Spice Xlife 512","2RAM"
"HTC One ME","3RAM"
"Asus Zenfone Max (ZC550KL)","2RAM"
"Intex Aqua Xtreme II","2RAM"
"iBall Andi HD6","1RAM"
"Rage SmartMagic OctaOne 5.0","1RAM"
"Mtech G7",
"Micromax Canvas Tube A118R","1RAM"
"Intex Killer 3","2RAM"
"Intex Aqua Q3","1RAM"
"Micromax Canvas Fire 4","1RAM"
"HTC Desire 816G Octa Core Dual Sim","1RAM"
"Gionee CTRL V4S","1RAM"
"Spice Stellar 509","1RAM"
"Celkon Q455","1RAM"
"Nokia Lumia 530 Dual SIM","2RAM"
"Micromax Canvas HD Plus A190","1RAM"
"Gionee CTRL V5","1RAM"
"Alcatel OneTouch POP C3 4033D","2RAM"
"Gionee GPAD G3","2RAM"
"BlackBerry Q10","2RAM"
"Karbonn K9 Staar",
"NocaFone Touch EX","1RAM"
"I-Smart IS-210 Ultra",
"Rocktel W16",
"Forme N7",
"Oukitel WP5000","6RAM"
"Forme Duos 1900","2RAM"
"Centric G3","4RAM"
"Unifone M305 Magma",
"Xiaomi Mi5 Plus","4RAM"
"Oppo 3007","1RAM"
"Micromax Selfie 2 Note","3RAM"
"LG Q8 Plus","4RAM"
"Ziox Z9",
